,DOW,LKNAME,CTY,NEAREST_TOWN,SURVEYTYPE,SURVEYDATE,black bullhead_GN,black bullhead_TN,brown bullhead_GN,brown bullhead_TN,yellow bullhead_GN,yellow bullhead_TN,bigmouth buffalo_GN,bigmouth buffalo_TN,black crappie_GN,black crappie_TN,bluegill_GN,bluegill_TN,largemouth bass_GN,largemouth bass_TN,northern pike_GN,northern pike_TN,walleye_GN,walleye_TN,white crappie_GN,white crappie_TN,white sucker_GN,white sucker_TN,yellow perch_GN,yellow perch_TN,common carp_GN,common carp_TN,highfin carpsucker_TN,river carpsucker_GN,river carpsucker_TN,DOWLKNUM,Sorder1,Sorder2,Sorder3,Sorder4,Sorder5,Sorder6,Sorderout,notes,exclude,PWATER,PDEVL,PBARE,PFOR,PGRASS,PAG,PWET,PMISC,X.LK_AREA.,X.LK_PERIM.,depthft,LAKE_NAME,SchuppLAKE_CLASS,UTMeasting,UTMnorthing,HUC04,MAJOR,CATCH_ID,watershed.acres.,dow,fish_date,BHD_TN,BLG_TN,CAP_GN,CRP_TN,NOP_GN,WAE_GN,YEP_GN,veg_date,veg_rich,S_rich,utmx,utmy,ecoreg,shedaream2,depthm,aream2,phuman,sdi,secchim,ln_shedaream2,ln_aream2
256,71014600,Briggs,Sherburne,Clear Lake                    ,Re-Survey,9-Aug-93,2.9445,0.10872,0.0438957,0.1686972,0,0.894675,0,0,0.2602485,1.3666104,0.105549,1.7465868,0,0.19479,3.9357093,0.30804,0.2870208,1.0430325,0.25821,0.2095125,5.320485,1.229895,3.27066,0.0438504,0,2.8582488,0,0,0,71014600,30779.71532,18245.05842,14867.11903,1596.3961,0,0,3,,NA,0.065641009,0.059623988,0,0.32617364,0.029212878,0.442058889,0.077289596,0,404.22,20855.52,25,Briggs,24,426554,5038820.3,701,17,1.71E+14,9296.501152,71014600,8/17/09,0.633287622,0.58198866,1.627690826,0.883470983,1.592855194,4.925586491,2.268121382,8/17/09,23,12,426637,5038710,eastern temperate forests,37621755.88,7.62,1635781.281,0.501682878,1.402097091,1.098189103,17.44309305,14.3076311
257,71014700,Rush,Sherburne,Clear Lake                    ,Re-Survey,23-Aug-93,1.99773,0.0323442,0.1638954,0,0.1396146,0.182106,0,0,0.5211765,0.2771454,0.05436,0.4980735,0.4514598,0.1517097,4.6746882,1.1505294,2.45979,1.92072,0.35334,0.305775,2.3482161,1.8682173,0.48924,0.0515967,0,0.5606328,0,0,0,71014700,33468.90363,18245.05842,14867.11903,2995.21861,0,0,3,,NA,0.075820053,0.060524206,0,0.317970078,0.026879962,0.445176955,0.073628746,0,160.82,14501.05,10,Rush,43,427089,5037904.3,701,17,1.71E+14,10103.34593,71014700,8/23/93,0.180981895,0.500448349,0,0.59250089,4.764721865,2.402047828,0.491876938,8/5/93,18,6,427062,5037880,eastern temperate forests,40886953.93,3.048,650816.0252,0.505701161,1.547558889,0.587242647,17.5263216,13.38598228
258,71014700,Rush,Sherburne,Clear Lake                    ,Re-Survey,12-Aug-09,3.05775,0,0,0,0,0.301245,0,0,0.60249,0.2569869,0.09513,0.4488777,0,0.3871791,5.990925,0,5.1472125,1.33635,0.011325,0,14.45976,0.827178,0.82446,0.03624,0,4.5898866,0,0,0,71014700,33468.90363,18245.05842,14867.11903,2995.21861,0,0,3,,NA,0.075820053,0.060524206,0,0.317970078,0.026879962,0.445176955,0.073628746,0,160.82,14501.05,10,Rush,43,427089,5037904.3,701,17,1.71E+14,10103.34593,71014700,8/23/93,0.180981895,0.500448349,0,0.59250089,4.764721865,2.402047828,0.491876938,8/5/93,18,6,427062,5037880,eastern temperate forests,40886953.93,3.048,650816.0252,0.505701161,1.547558889,0.587242647,17.5263216,13.38598228
259,73000400,Long,Stearns,Clearwater                    ,Re-Survey,2-Jul-01,0,0,0.323895,0.0473385,2.738385,0.3547896,0,0,0.05889,0,0.808605,1.2441192,0.6795,0.215628,15.83688,0,0.4983,0,0,0,0,0,0,0.0059796,0,0.4011315,0,0,0,73000400,8710.24998,18947.48484,9826.02164,0,0,0,3,,NA,0.041275861,0.047865487,0,0.18949934,0.049473211,0.579545596,0.092340505,0,66.86,12227.75,30,Long,33,413650,5027477.4,701,17,1.70E+14,4841.604822,73000400,7/2/01,0.282612974,1.02203233,0,0,15.79935059,0.440926129,0,7/27/01,43,16,413603,5027490,eastern temperate forests,19593357.94,9.144,270573.0596,0.627411083,2.024833503,3.971808511,16.79070119,12.50829743
260,73001100,Warner,Stearns,Clearwater                    ,Re-Survey,1-Jul-02,0.124575,0.0867042,0,0.0592977,0,0.1136124,0,12.8649735,0,0.2140878,0,0.3500784,0,0.0019932,5.10984,0.0637824,0,0,0,0,0.210645,0.2544048,0,0.0029898,0.704415,1.3917519,0,0,0,73001100,36380.4112,36585.26403,14176.75323,30176.44155,0,0,3,,NA,0.034023292,0.042990982,0,0.250085881,0.072301085,0.515830423,0.084768337,0,33.33,6883.17,30,Warner,33,415298,5030061.8,701,17,1.70E+14,15763.97096,73001100,7/9/12,0.043467131,0.280028071,0,0.064101473,5.263122753,0,0.020597473,7/9/12,31,10,415289,5030030,eastern temperate forests,63794782.28,9.144,134881.8438,0.558821406,1.606979049,1.5,17.97118196,11.81215444
261,73001500,Otter,Stearns,Fairhaven                     ,Re-Survey,15-Aug-11,0,0,0,0,0.7820139,0.844392,0,0,0.061155,0.5765784,0.4880169,2.566698,0.1031481,0.0318912,6.6520785,0.512343,3.2832534,0.2780514,0,0,0.5112558,0,0,0,0,0.7469517,0,0,0,73001500,42864.59952,44568.85927,19105.64716,12085.79869,0,0,3,,NA,0.02156824,0.035648719,0,0.216522814,0.045281372,0.630069259,0.050909597,0,107.94,10311.95,50,Otter,31,409189,5019655.1,701,17,1.70E+14,12059.43807,73001500,8/15/11,0.725820596,1.958635237,0,0.605745901,6.645686722,3.382360954,0,8/15/11,34,14,409279,5019570,eastern temperate forests,48803009.63,15.24,436818.0684,0.665717977,1.339454371,2.854827586,17.70330254,12.98727207
262,73007000,Watab,Stearns,Five Points                   ,Re-Survey,18-Aug-08,0,0,0,0,0,0.1300563,0,0,0,0.0254133,0,0.1059114,0,0,3.46092,0,0.550395,0.0377349,0,0,0,0.2571228,0,0,0,0.5845059,0,0,0,73007000,130979.5302,81569.64494,43737.3874,21105.56709,0,0,3,,NA,0.018902145,0.03665428,5.27E-06,0.158509401,0.022494266,0.696400814,0.067033824,0,NA,NA,54,Watab,28,399120,5050326.4,701,15,1.50E+14,35622.7312,73007000,8/18/08,0.119039335,0.100338259,0,0.026621754,3.490054892,0.588540656,0,8/18/08,21,9,399131,5050330,eastern temperate forests,144160655.2,16.4592,379069.3762,0.733055093,2.123619707,2.164893617,18.7864389,12.84547452
263,73007200,Rossier,Stearns,Saint Joseph                  ,Re-Survey,18-Aug-08,0,0,0,0,0,0.0816306,1.347675,0,0.043035,0.120951,0.03624,0.1588671,0,0,3.19818,3.074058,0.77916,0,0,0,0.81993,0.8699865,0,0,0,3.29784,0,0,0,73007200,124232.0724,80320.82243,43737.3874,17344.54112,0,0,3,,NA,0.019871066,0.038032753,5.54E-06,0.141661444,0.019969386,0.710685658,0.069774151,0,NA,NA,31,Rossier,33,398501,5049675.3,701,15,1.50E+14,33877.69158,73007200,8/18/08,0.060786841,0.144152793,0,0.13371876,3.075301811,0.819022089,0,8/18/08,16,4,398496,5049670,eastern temperate forests,137098702.2,9.4488,142287.5976,0.748718411,1.552565017,1.493842593,18.73621168,11.86560562
264,73009800,Pitts,Stearns,Avon                          ,Re-Survey,12-Jul-10,1.2231,0.0702603,0.76104,0.0822195,0,0,0,0,0.0453,0.4595232,0.76557,1.0044369,0,0.5889,1.5402,1.4045265,0,0,0,0,0,0,0.19932,0.0119592,0,0.0523668,0,0,0,73009800,34133.5779,23600.71428,24314.31817,0,0,0,3,,NA,0.003101844,0.029449775,0,0.217884348,0.026110387,0.45349703,0.269956616,0,NA,NA,18,Pitts,38,382976,5047051.7,701,15,1.50E+14,9228.090485,73009800,7/12/10,0.069171312,0.949743995,0,0.399127761,1.29276185,0,0.182497169,7/12/10,20,11,382932,5046980,eastern temperate forests,37344906.63,5.4864,455757.3732,0.482946805,1.566868966,1.983333333,17.43570709,13.02971587
265,73011700,Big Spunk,Stearns,Avon                          ,Re-Survey,22-Jun-98,0.70668,0.1792068,0.0546771,0,0.030804,1.312794,0,0,0,0.022197,0.120951,4.3564104,0.0331143,0.0393204,6.4018413,0.2448012,2.5993593,0,0,0,0.91053,0.0209286,0.1387992,0.0078822,0,2.1388395,0,0,0,73011700,56401.31707,34254.67531,39215.33548,0,0,0,3,,NA,0.004263405,0.022556249,7.08E-05,0.198622204,0.029836348,0.413420947,0.331230013,0,NA,NA,38,Big Spunk,31,385222,5049890.4,701,15,1.50E+14,14831.80701,73011700,7/7/08,0.61473,1.458049397,0,0.071095821,13.17802612,2.518886993,0.005678919,7/7/08,35,18,385255,5050030,eastern temperate forests,60022433.56,11.5824,1664837.735,0.435977197,1.597399362,2.575714286,17.91022894,14.32523822
266,73013600,Pine,Stearns,Saint Anna                    ,Re-Survey,21-Aug-00,1.039635,0.1608603,0,0,0.486975,0.6370086,0,0,0.12684,0.3117546,0.0194337,0.7490808,0.5451855,0.03624,1.29558,0.2013132,0.61155,0,0,0,0.30351,0.3094896,0.0023103,0.0139524,0,0.7204512,0,0,0,73013600,9929.51404,5454.70129,10483.37231,0,0,0,2,,NA,0.030610083,0.0580838,0,0.167337286,0.014136974,0.553892821,0.175939035,0,109.22,10584.37,70,Pine,31,382468,5056386.9,701,15,1.50E+14,3419.588855,73013600,8/16/10,0.294654353,0.405899417,0,2.004906761,3.823572574,0.302960225,0.020028521,8/16/10,24,10,382449,5056420,eastern temperate forests,13838640.48,21.336,441957.5806,0.611976622,1.365788059,1.93752381,16.44297527,12.99896918
267,73013800,Two Rivers,Stearns,Holdingford                   ,Re-Survey,13-Jul-09,4.5881199,0.088788,0,0,0.1031934,0.1826496,0,0,5.5858977,0.9407904,0.2728419,0.4014486,0,0,2.7533793,0,5.7024093,0.3023775,0,0,5.9104722,0.0289014,1.370325,0.0152208,2.7973656,0,0,0,0,73013800,152806.6806,98898.37869,66806.04974,29091.44585,0,0,4,,NA,0.014321201,0.042027511,0,0.169587394,0.020464657,0.647247986,0.10635125,0,NA,NA,63,Two Rivers,27,382464,5060497.3,701,15,1.50E+14,37790.5276,73013800,7/13/09,0.291048029,0.343848405,2.664065297,1.080489864,2.625690914,5.957989036,1.218930738,7/13/09,22,8,382731,5060110,eastern temperate forests,152933451.1,19.2024,2428196.937,0.689275498,2.249152776,1.534717391,18.84551342,14.70265954
268,73013800,Two Rivers,Stearns,Holdingford                   ,Re-Survey,12-Jul-99,10.8448653,1.29105,0,0,0,0.24462,0,0,0.1001583,0.5026941,0.0107814,0.9937914,0,0.0767382,3.023775,0.1056396,4.29897,0.2421738,0,0.0244167,6.4399839,0.2720718,5.7950931,0.0343827,0.2210187,1.8585684,0,0,0,73013800,152806.6806,98898.37869,66806.04974,29091.44585,0,0,4,,NA,0.014321201,0.042027511,0,0.169587394,0.020464657,0.647247986,0.10635125,0,NA,NA,63,Two Rivers,27,382464,5060497.3,701,15,1.50E+14,37790.5276,73013800,7/13/09,0.291048029,0.343848405,2.664065297,1.080489864,2.625690914,5.957989036,1.218930738,7/13/09,22,8,382731,5060110,eastern temperate forests,152933451.1,19.2024,2428196.937,0.689275498,2.249152776,1.534717391,18.84551342,14.70265954
269,73013900,Long,Stearns,Richmond                      ,Re-Survey,7-Jul-03,0.6521388,0.029898,0.1881762,0,0.119592,0.329784,0,0,1.3955571,0.279048,0.3739968,0.318912,0.0712569,0.110079,3.8661738,0.746091,0.7291035,0,0,0,4.6771344,0.351981,0.0703962,0,0.8790012,0.73839,0,0,0,73013900,112458.7001,79444.64057,36773.79215,45380.62551,0,0,3,,NA,0.029719301,0.0711808,0.000834901,0.09668238,0.027638808,0.746302957,0.027640854,0,487.12,48473.58,34,Long,34,380649,5028334.4,701,16,1.60E+14,33530.39945,73013900,7/7/03,0.284194834,0.263650156,0.750549099,0.273446001,4.060326139,0.781265922,0.071271641,7/31/03,29,9,380456,5028410,eastern temperate forests,135693255.1,10.3632,1971265.975,0.817483757,2.968340228,1.252828947,18.72590742,14.49418652
270,73013900,Long,Stearns,Richmond                      ,Re-Survey,8-Jul-13,0,0,0,0,0,0.215628,0,0,0.6276768,0.0880179,0.5169636,0.2783232,0,0.0827178,7.7135481,0.2930004,1.5303246,0.4225584,0,0,1.719135,0.0926838,0.1372137,0.0169422,0,1.430121,0,0,0,73013900,112458.7001,79444.64057,36773.79215,45380.62551,0,0,3,,NA,0.029719301,0.0711808,0.000834901,0.09668238,0.027638808,0.746302957,0.027640854,0,487.12,48473.58,34,Long,34,380649,5028334.4,701,16,1.60E+14,33530.39945,73013900,7/7/03,0.284194834,0.263650156,0.750549099,0.273446001,4.060326139,0.781265922,0.071271641,7/31/03,29,9,380456,5028410,eastern temperate forests,135693255.1,10.3632,1971265.975,0.817483757,2.968340228,1.252828947,18.72590742,14.49418652
271,73015900,Big,Stearns,Richmond                      ,Re-Survey,5-Aug-02,0.0328878,0,0.1116192,0,1.2101895,1.6477875,0,0,0.2356506,0.1257075,0.1369872,0.6093756,0.9681516,0.0242808,2.5941951,0.177123,5.3251056,0.482445,0,0,1.8303012,0.2682666,0,0.0242808,0.373725,3.1318608,0,0,0,73015900,24027.18617,18258.00213,3201.32034,0,0,0,3,,NA,0.000636933,0.020969328,0,0.037761845,0.01553176,0.923953917,0.001146218,0,453.58,38347.27,30,Big,25,376623,5031245.8,701,16,1.61E+14,6365.938729,73015900,8/6/12,0.717490968,0.515355312,0,0.109519809,8.315636404,4.580542751,0.006865824,8/6/12,25,15,376684,5031270,eastern temperate forests,25762143.08,9.144,1852126.416,0.944923245,2.51190536,2.125665618,17.06441665,14.43184495
272,73016600,Koop,Stearns,Farming                       ,Re-Survey,19-Jul-10,0,0,0,0.1151073,0,0.2822643,0,0,0.44394,0.1616757,0.24462,0.5675184,0.33975,0.6617424,5.891265,0,0,0,0,0,0,0,0.020385,0.0030804,0,0.2549031,0,0,0,73016600,4055.25433,1692.79221,0,0,0,0,1,,NA,0,0.068330178,0,0.02709645,0.025918343,0.821803927,0.056851103,0,NA,NA,54,Koop,0,381850,5045236.1,701,15,1.50E+14,652.6736895,73016600,7/19/10,0.229024297,0.533182682,0,0.16613653,6.385485394,0,0.018562273,7/19/10,18,10,381868,5045260,eastern temperate forests,2641287.277,16.4592,241678.4792,0.890134104,1.265159226,3.633333333,14.78677696,12.39536352
273,73018300,St. Anna,Stearns,Saint Rosa                    ,Re-Survey,3-Jul-06,0,0,0,0.1001583,0.130917,0.3277908,0,0,0.120045,0.382332,0.4983,15.23439,0.3479946,0.0481992,8.85615,0.7709154,2.8015785,0,0,0,0.1031481,0,0,0,0.8994768,0,0,0,0,73018300,5429.40692,9971.75755,1441.24892,0,0,0,1,,NA,0.024053352,0.055982668,0,0.052536138,0.026149211,0.816028318,0.025250313,0,NA,NA,107,St. Anna,23,374291,5066764.5,701,16,1.60E+14,1967.602066,73018300,7/3/06,0.261580465,2.3148305,0.90090087,0.314067515,9.287429507,2.437710481,0,7/3/06,24,9,374292,5066770,eastern temperate forests,7962634.91,32.6136,507354.8382,0.872010987,1.134508381,2.316916667,15.89027052,13.13696592
274,73019600,Rice,Stearns,Paynesville                   ,Re-Survey,16-Jul-07,11.56056,0.7493979,0,0,2.5723152,2.4326553,0,0,0.8247771,1.2255915,0.4623318,1.1824659,1.0026702,0.096036,18.3334536,2.3550111,9.4635324,0.7830558,0,0,4.1339874,0.192978,0.957642,0.0312117,1.4595207,1.34994,0,0,0,73019600,713242.2324,511431.1967,227919.4695,74770.97398,205088.8636,0,5,,NA,0.020570454,0.045065652,1.13E-05,0.051255396,0.023704876,0.809647573,0.049744756,0,1454.74,71083.16,41,Rice,25,373496,5025889.8,701,18,1.81E+14,173030.7138,73019600,7/16/07,2.756391059,0.70823723,1.412163025,0.879603452,17.0057783,8.919147335,0.832194565,7/16/07,22,15,373075,5025810,eastern temperate forests,700233256.4,12.4968,6108128.141,0.854713225,2.735169453,1.594730203,20.36692406,15.62513092
275,73019600,Rice,Stearns,Paynesville                   ,Re-Survey,19-Jul-99,4.2288456,0.088788,0,0.0807246,0.2257752,0.6557175,0,0,1.3782978,2.063868,0.0773724,1.0678116,0,0.006342,8.5185744,0.5067258,7.5000492,1.094448,0,0,7.3810008,0.26274,3.3519735,0.3658428,1.5307776,1.2076527,0,0,0,73019600,713242.2324,511431.1967,227919.4695,74770.97398,205088.8636,0,5,,NA,0.020570454,0.045065652,1.13E-05,0.051255396,0.023704876,0.809647573,0.049744756,0,1454.74,71083.16,41,Rice,25,373496,5025889.8,701,18,1.81E+14,173030.7138,73019600,7/16/07,2.756391059,0.70823723,1.412163025,0.879603452,17.0057783,8.919147335,0.832194565,7/16/07,22,15,373075,5025810,eastern temperate forests,700233256.4,12.4968,6108128.141,0.854713225,2.735169453,1.594730203,20.36692406,15.62513092
276,73019900,Sand,Stearns,Albany                        ,Re-Survey,8-Jul-02,22.07016,3.4798554,0,0,0,0,0,0,1.153338,1.1834172,0.159456,3.5616672,0.202944,1.693314,0,0,0.366024,0,0,0,3.816072,5.9692716,0,0,0,0.2745633,0,0,0,73019900,1269.59416,1273.67532,0,0,0,0,0,,NA,0.040807175,0.02690583,0,0.09103139,0.039013453,0.774439462,0.027802691,0,209.29,14263.66,10,Sand,43,371348,5051211.2,701,16,1.60E+14,594.3099393,73019900,7/8/02,0.93571854,1.296195362,0,1.166699443,0,0.344737973,0,7/18/02,13,6,371266,5051140,eastern temperate forests,2405096.615,3.048,846967.3294,0.801345292,1.331907439,0.553085106,14.69310063,13.6494174
277,73023300,Kings,Stearns,Freeport                      ,Re-Survey,18-Jul-94,0.8254113,0.1031481,0.7952868,0,4.7565,1.143825,0,0,0.283125,0.9298278,0.088335,1.4694414,0,0.0179388,14.31027,1.03737,7.2399819,0.5142456,0,0,0.1509849,0,1.962849,0.399999,0,0.7300548,0,0,0,73023300,2865.80736,6130.14286,0,0,0,0,1,,NA,0.267872395,0.021987999,0,0.084626586,0.068549515,0.511774099,0.045189406,0,197.48,16445.89,44,Kings,31,367293,5060846,701,16,1.61E+14,1343.253216,73023300,7/19/04,1.066250707,0.667582814,0,0.108304654,12.80600158,2.074337985,0.812362069,7/19/04,26,13,367380,5060730,eastern temperate forests,5435974.65,13.4112,799133.4442,0.533762098,1.579408043,2.716047297,15.50854939,13.59128322
278,73024900,Sylvia,Stearns,Ward Springs                  ,Re-Survey,1-Aug-05,0,0,0,0.1008831,0,0.645525,0,0,0.2265,0.7145622,0,0.6384582,0,0.0242808,10.389555,0.424008,12.496005,0.104643,0,0,0.79728,0.2579835,0.024915,0.0046206,1.4496,2.2859739,0,0,0,73024900,137013.4155,93308.75314,45242.68613,26709.38526,8419.9199,0,4,,NA,0.025821941,0.06622439,8.92E-06,0.108228449,0.036143322,0.735192529,0.028380453,0,84.44,10907.87,56,Sylvia,28,360998,5067971.2,701,16,1.60E+14,45408.88434,73024900,8/1/05,0.545576233,0.614066719,1.479464454,0.662211792,9.036588691,10.8660507,0.023235257,8/12/05,38,11,360916,5067960,eastern temperate forests,183763970.3,17.0688,350012.9214,0.801416919,1.634485884,2.843548387,19.02916272,12.76572535
279,74002300,Beaver,Steele,Ellendale                     ,Re-Survey,15-Jul-02,0,0,0,0,0.369195,0.114156,0,0,1.30464,1.3004271,0.323895,10.7997012,0,0.0044847,4.23102,0,12.242325,0.4664088,0,0,0.69309,0.3333627,0.54813,0.0039864,0.92412,0.1783914,0,0,0,74002300,0,0,0,0,0,0,0,,NA,0.325752018,0.185619956,0,0.00513573,0.033749083,0.336023478,0.113719736,0,97.69,9794.45,27,Beaver,34,471906,4859901.5,704,39,3.91E+14,302.8014513,74002300,7/9/07,0.19026941,1.909729075,3.258565208,0.510523884,0.47617247,5.241514322,0.08154601,7/9/07,15,8,471952,4859880,great plains,1225398.9,8.2296,396389.937,0.521643434,1.341205246,1.508181818,14.01877698,12.8901537
280,76014100,Shible,Swift,Appleton                      ,Re-Survey,15-Jul-02,5.7179925,0.255039,0,0,0,0,0.056625,0,0,0,0,0,0,0,26.75871,1.0252296,0,0,0,0,0.396375,0,1.850505,0,10.0566,2.2528143,0,0,0,76014100,21997.52716,16733.76973,0,0,0,0,2,,NA,0.095285927,0.057397599,0.002511502,0.010207815,0.00655937,0.69630669,0.131731096,0,NA,NA,8.5,Shible,43,260571,5015638.6,702,22,2.20E+14,9724.485441,76014100,7/15/02,0.247704717,0,7.151711886,0,24.41772642,0,1.683315501,7/15/02,29,9,260514,5015580,great plains,39353753.77,2.5908,1376944.115,0.753704289,1.094893526,0.53375,17.48810192,14.13537719
281,77001000,Bass,Todd,Grey Eagle                    ,Re-Survey,8-Jul-96,0.3083118,0.0338844,1.15515,0,1.6418532,2.5368,0,0,0.3171,0.1284255,0.3380286,0.7248,0.7667478,0.044847,5.2325577,0,4.74291,0,0,0,0,0,0.1359,0.0109626,0,0.3308712,0,0,0,77001000,983.9697,1139.11688,0,0,0,0,0,,NA,0,0.032388664,0,0.064102564,0.016869096,0.87854251,0.008097166,0,94.35,9349.48,47,Bass,31,365141,5075706,701,16,1.60E+14,427.2633177,77001000,7/8/96,1.375518311,0.643143525,0,0.118124548,4.791821229,4.615236414,0.123623908,7/15/96,23,11,365139,5075720,eastern temperate forests,1729080.218,14.3256,381821.241,0.910931174,1.300429562,3.2444375,14.36310016,12.85270782
282,77002300,Big Swan,Todd,Burtrum                       ,Re-Survey,24-Jul-00,0.2579835,0.0195696,1.0168038,0.11778,6.3930984,1.610868,0,0,2.5636176,0.0939975,0.3527964,0.8273592,0.486975,0.2073834,14.05206,0.179388,5.32275,0.3111204,0,0,1.53114,0,0.29445,0.002265,0.347904,0,0,0,0,77002300,62867.0341,48113.33461,5976.83999,0,0,0,3,,NA,0.113532504,0.051921331,7.29E-05,0.110695039,0.013640866,0.69037696,0.019760393,0,886.93,42812.87,45,Big Swan,27,364197,5083087.6,701,10,1.01E+14,22315.89365,77002300,7/28/08,0.987011479,0.969153572,0,0.149976192,22.33549694,3.809999339,0.39236003,7/28/08,40,20,364095,5082680,eastern temperate forests,90309578.76,13.716,3589200.603,0.742298291,1.943415211,2.277455426,18.31875409,15.09344006
283,77002600,Moose,Todd,Burtrum                       ,Re-Survey,9-Aug-93,0.29898,0.1838727,0,0,1.270665,0.2564433,0,0,0.0576669,0.7148793,1.20498,1.01925,0.0053907,0.4028076,5.5706316,0.1385727,4.911426,0,0,0,0.864777,0,14.113215,0.0989352,0,0.1151073,0,0,0,77002600,2532.08995,0,0,0,0,0,1,,NA,0.136585507,0.057808962,0,0.061338066,0.008203087,0.732416018,0.003648361,0,126.9,10543.62,26,Moose,31,368893,5083050,701,10,1.01E+14,996.3712601,77002600,7/23/12,0,0,0,0,2.980970505,2.063351078,0,7/23/12,30,14,368903,5083050,eastern temperate forests,4032187.562,7.9248,523461.341,0.79022498,1.254964088,1.023888889,15.20981961,13.16821846
284,77003500,Beauty,Todd,Long Prairie                  ,Re-Survey,4-Jul-95,0.8495109,0,4.3431375,0.0787314,0.4917315,0.5222637,0,0,1.2994758,0.0364212,0.4918221,1.2886944,0.18573,0.0358776,6.1608,0.2741556,5.4480951,0,0,0,0.9999522,0,1.5328614,0.0119592,0,0.4758765,0,0,0,77003500,4101.6672,0,0,0,0,0,1,,NA,0.1276362,0.03304309,0,0.534316127,0.124848302,0.128850738,0.051305545,0,238.32,18763.9,29,Beauty,31,368650,5096557.3,701,10,1.01E+14,1792.279104,77003500,7/10/06,0,0,0,0,9.941990771,3.038130684,0.079423689,7/10/06,35,17,368536,5096520,eastern temperate forests,7253125.217,8.8392,964447.6752,0.161893827,1.641090862,3.349818182,15.796943,13.77931086
285,77008400,Big Birch,Todd,Grey Eagle                    ,Re-Survey,2-Aug-99,2.6722017,0.0523215,1.2953082,0.2804976,3.1091202,2.4211944,0,0,0.2287197,0.0209286,0.94677,1.06455,0.82446,0.106455,7.2898119,0.6145398,8.295336,0.91053,0,0,3.28878,0.2844387,2.8456554,0.0347904,0.4705311,1.9744911,0,0,0,77008400,34468.83221,27702.55191,15234.39828,3086.46753,0,0,3,,NA,0.006845049,0.09628863,0,0.066950015,0.022454564,0.763026041,0.044435701,0,2111.9,81943.62,80,Big Birch,22,363766,5071144.1,701,16,1.60E+14,13953.97747,77008400,8/6/07,0,0,0.824977637,0,8.043075137,5.031782969,0,8/6/07,48,23,363998,5070960,eastern temperate forests,56469969.2,24.384,8547494.412,0.859314671,2.369620129,1.928035714,17.84921954,15.96114875
286,77008800,Turtle,Todd,Staples                       ,Re-Survey,7-Aug-95,0,0,0.0562173,0.229671,0.255945,0.1180971,0,0,0.0059796,0.4965786,0,0.1935216,0.6625125,0.0303963,3.6055629,0.3150162,0.5919804,0.0154473,0,0,1.1325,0.0637824,0.08607,0.0239184,0.7808814,0,0,0,0,77008800,0,0,0,0,0,0,0,,NA,0,0.027082822,0,0.251961731,0.137307591,0.480658301,0.102989555,0,116.62,11453.23,39,Turtle,28,363416,5116957.8,701,14,1.40E+14,508.5996209,77008800,8/13/07,0.142301099,0.250534964,0,0.130508356,4.393366693,1.149571717,0.00759348,8/13/07,34,15,363470,5116900,eastern temperate forests,2058237.875,11.8872,468545.4508,0.507741123,1.459118042,3.4465,14.53736077,13.05738839
287,77008900,Little Birch,Todd,Grey Eagle                    ,Re-Survey,19-Jul-99,0.030804,0.0260928,0,0.3004749,0.1636236,0.754245,0,0,0.1315965,0.831708,0.0107814,1.5852735,0.0130464,0.1732725,5.057745,0.2720718,3.4440684,0.160815,0,0,1.7482176,0.87882,0.0228312,0.0086976,0.9018324,3.3257448,0,0,0,77008900,135445.9534,93308.75314,45242.68613,26709.38526,5134.99566,0,4,,NA,0.026369814,0.06709542,9.11E-06,0.110063522,0.036910187,0.730569341,0.028982611,0,838.24,49139.75,80,Little Birch,22,359879,5070748.1,701,16,1.60E+14,44465.44595,77008900,7/23/07,0,0,0.510808845,0,9.160008964,3.191514043,0.007106617,7/23/07,45,20,360672,5071320,eastern temperate forests,179945995.3,24.384,3392725.55,0.797664761,2.274945232,2.764190278,19.00816734,15.03714415
288,77015000,Sauk,Todd,Sauk Centre                   ,Re-Survey,16-Aug-99,1.9943325,0,4.3626165,0.4994325,6.3670962,4.7318568,0,0,1.6014456,0.5889,0.2564433,1.084482,0.1578252,0.250056,10.4853645,0.70668,1.9400178,0,0,0,4.745628,0.527292,2.0993379,0.089694,0.5423769,1.9742193,0,0,0,77015000,914593.3918,503282.4735,300375.1447,136877.3181,125493.1255,23734.38958,4,,NA,0.02734188,0.077101337,7.57E-05,0.104962357,0.027661128,0.710268617,0.052588966,0,NA,NA,59,Sauk,25,349967,5071760.7,701,16,1.60E+14,237401.9631,77015000,8/16/99,2.257618213,0.817072098,0.516931723,0.570345949,10.50813671,1.840108644,1.091277548,7/26/99,39,14,349514,5071960,eastern temperate forests,960735501.9,17.9832,8602207.959,0.787369954,3.456426799,1.424116175,20.6832097,15.96752947
